time,FL_foot_torque,FR_foot_torque,RL_foot_torque,RR_foot_torque,FL_leg_torque,FR_leg_torque,RL_leg_torque,RR_leg_torque,FL_shoulder_torque,FR_shoulder_torque,RL_shoulder_torque,RR_shoulder_torque
1.9720000000000015,0.6247403142381103,0.6257742610924666,0.7368706543750143,0.7403957625016524,-0.06036329081938163,-0.06302675146869774,-0.09446763967391547,-0.09200492926227,-0.40172824580055777,0.4008838609705874,-0.6111702532342678,0.6099925718119221
1.9740000000000015,0.6249825725256102,0.6259698818390831,0.7363757307858521,0.7398871584797355,-0.06036355389091952,-0.06303270607057598,-0.09491978097177167,-0.09249744229668977,-0.40192556663983725,0.4011118495460215,-0.6113367519955818,0.6101354066653528
1.9760000000000015,0.6252259627317613,0.6261674256573642,0.7358851550484395,0.7393829307778894,-0.06036118480634656,-0.06303589334142146,-0.0953694142715591,-0.09298683448503198,-0.4021227958753278,0.4013395485096004,-0.6115019638462681,0.6102777884592088
1.9780000000000015,0.6254701625550609,0.6263666263341818,0.7353990505164489,0.7388832111853887,-0.06035595809299821,-0.06303606343346502,-0.09581657132166299,-0.09347309179442576,-0.40231995286686834,0.40156691446068127,-0.6116658958339418,0.6104197367588391
1.9800000000000015,0.6257148654484936,0.6265672300079075,0.7349175347709185,0.7383881255590232,-0.06034765648252005,-0.06303297664099006,-0.09626127923039007,-0.09395619904739405,-0.4025170551452084,0.40179390533654136,-0.6118285562901896,0.6105612699713038
1.9820000000000015,0.6259597809070669,0.6267689954584057,0.7344407197553551,0.7378977939762876,-0.0603360710292975,-0.06302640346113364,-0.09670356053438667,-0.09443613994602984,-0.4027141184391429,0.40202048046497535,-0.61198995475983,0.6107024053948509
1.9840000000000015,0.6262046346619385,0.6269716943106829,0.7339687119050033,0.7374123308784704,-0.060321001212244596,-0.06301612463657591,-0.09714343329736863,-0.09491289711873563,-0.40291115670675204,0.402246600608947,-0.6121501019326399,0.610843159266379
1.9860000000000015,0.6264491687867277,0.6271751111574133,0.7335016122701425,0.7369318452038094,-0.06030225502010467,-0.06300193118048725,-0.09758091123611834,-0.09538645218697184,-0.40310818217035543,0.4024722280036648,-0.6123090095774311,0.6109835468069846
1.9880000000000015,0.6266931417216597,0.6273790436063535,0.7330395166333474,0.7364564405109704,-0.060279649020341,-0.06298362438430871,-0.0980160038707183,-0.09585678584970125,-0.4033052053548071,0.40269732638646155,-0.6124666904783609,0.611123582265692
1.9900000000000015,0.6269363282212268,0.627583302257797,0.732582515620642,0.7359862150931598,-0.06025300841191239,-0.06296101580881697,-0.09844871669626798,-0.09632387798313857,-0.4035022351287739,0.40292186101985683,-0.6126231583733672,0.6112632789614629
1.9920000000000015,0.6271785192309451,0.6277877106176675,0.7321306948065889,0.7355212620832674,-0.060222167062164544,-0.06293392725903502,-0.09887905137325603,-0.09678770775372669,-0.40369927874866124,0.40314579870818307,-0.6127784278946155,0.6114026493235818
1.9940000000000015,0.6274195216987906,0.6279921049515949,0.7316841348133742,0.7350616695503867,-0.060186967528231605,-0.06290219074353942,-0.09930700593402264,-0.09724825374213708,-0.4038963419048617,0.4033691078081546,-0.6129325145108586,0.6115417049305083
1.9960000000000016,0.6276591583268356,0.628196334085132,0.7312429114040704,0.7346075205881881,-0.06014726106329249,-0.06286564841876441,-0.09973257500278976,-0.09770549407637219,-0.40409342877002563,0.4035917582337557,-0.6130854344716049,0.6116804565472846
1.9980000000000016,0.6278972672684446,0.6284002591552351,0.7308070955701709,0.7341588933956373,-0.060102907608225564,-0.06282415251896367,-0.10015575002686461,-0.09815940657210476,-0.4042905420490666,0.4038137214558169,-0.6132372047530046,0.6118189141615835
2.0000000000000013,0.6281337017763349,0.6286037533180036,0.7303767536136014,0.733715861350472,-0.06005377576904536,-0.06277756527234146,-0.10057651951679603,-0.09860996887839946,-0.4044876830306314,0.4040349704966466,-0.6133878430053635,0.6119570870184747
2.002000000000001,0.6283518715898069,0.6288112011048383,0.7299564441390629,0.7332620309606419,-0.05999986437410598,-0.06272564637096423,-0.10099475114254375,-0.09905728334790709,-0.40468483124061105,0.40425550016424144,-0.6135373872614329,0.6120949631470497
2.004000000000001,0.628535345668972,0.6290269917717772,0.7295507065467923,0.7327811374391473,-0.05994165657898165,-0.06266771615662492,-0.10140984414541165,-0.09950193745641656,-0.4048818872166047,0.40447538408286476,-0.6136859520395931,0.6122324518759698
2.0060000000000007,0.628684351443205,0.6292510287789241,0.7291595691333512,0.732273540958019,-0.05987978329419974,-0.06260299806120884,-0.10182106731503282,-0.09994467021529019,-0.4050787213952572,0.4046947259914328,-0.6138336793717087,0.6123694325581482
2.0080000000000005,0.6287992499498003,0.6294832339586804,0.7287830550220491,0.7317397029418728,-0.05981490352983698,-0.06253073380552365,-0.10222767580571812,-0.10038625227250719,-0.40527519275986457,0.40491364151394127,-0.6139807208709537,0.6125057731514851
2.0100000000000002,0.6288805224124374,0.6297235482925103,0.7284211846187887,0.7311801740328931,-0.05974769871243879,-0.06245018489322263,-0.102628914393609,-0.10082747993022423,-0.40547115032623104,0.4051322569808495,-0.6141272368389964,0.6126413316053418
2.012,0.628928757794526,0.6299719321492674,0.7280739775071652,0.7305955831898387,-0.05967886750590523,-0.06236063371820322,-0.10302402047209469,-0.10126916961644739,-0.40566643452471046,0.4053507082869099,-0.6142733953993674,0.6127759571313757
2.014,0.6289446412660098,0.6302283650535685,0.7277414538499123,0.7299866278190805,-0.0596091211110803,-0.06226138432980832,-0.10341222680525419,-0.10171215278834111,-0.40586087849035807,0.40556913978385706,-0.6144193716503723,0.6129094913796519
2.0159999999999996,0.6289289435254943,0.6304928450483231,0.7274236353579617,0.7293540648453423,-0.05953917901724992,-0.06215176289749991,-0.10379276405849325,-0.10215727124368357,-0.40605430927090425,0.4057877032069478,-0.6145653468328652,0.6130417695367045
