time (s),target_x (mm),target_y (mm),target_z (mm),joint_hip (deg),joint_shoulder (deg),joint_knee (deg),servo_hip (deg),servo_shoulder (deg),servo_knee (deg)
0.0,-5.0,-50.0,180.0,42.08822576535166,90.0,102.96946928757873,132.08822576535167,90.0,117.96946928757873
0.0,5.0,-50.0,180.0,38.90594522296248,90.0,102.96946928757873,128.9059452229625,90.0,102.96946928757873
0.0,5.0,50.0,180.0,38.90594522296248,90.0,102.96946928757873,51.09405477703752,90.0,257.0305307124213
0.0,-5.0,50.0,180.0,42.08822576535166,90.0,102.96946928757873,47.91177423464834,90.0,257.0305307124213
0.02,-4.9605735065723895,-50.0,182.50666467128607,40.967163785236934,90.0,105.00104961665855,130.96716378523695,90.0,120.00104961665855
0.02,4.6,-50.0,180.0,39.03775794868477,90.0,102.96091733720753,129.03775794868477,90.0,102.96091733720753
0.02,4.6,50.0,180.0,39.03775794868477,90.0,102.96091733720753,50.96224205131523,90.0,257.03908266279245
0.02,-4.9605735065723895,50.0,182.50666467128607,40.967163785236934,90.0,105.00104961665855,49.032836214763066,90.0,254.99895038334145
0.04,-4.842915805643155,-50.0,184.9737977432971,39.81805107430683,90.00000000000001,107.04572765397585,129.81805107430682,89.99999999999999,122.04572765397585
0.04,4.199999999999999,-50.0,180.0,39.16920340194269,90.0,102.95307830743904,129.1692034019427,90.0,102.95307830743904
0.04,4.199999999999999,50.0,180.0,39.16920340194269,90.0,102.95307830743904,50.83079659805731,90.0,257.04692169256094
0.04,-4.842915805643155,50.0,184.9737977432971,39.81805107430683,90.00000000000001,107.04572765397585,50.18194892569317,90.00000000000001,252.95427234602414
0.06,-4.648882429441257,-50.0,187.36249105369356,38.65937161163509,90.0,109.07189641963953,128.6593716116351,90.0,124.07189641963953
0.06,3.799999999999999,-50.0,180.0,39.300280357625844,90.0,102.94595213080265,129.30028035762584,90.0,102.94595213080265
0.06,3.799999999999999,50.0,180.0,39.300280357625844,90.0,102.94595213080265,50.699719642374156,90.0,257.05404786919735
0.06,-4.648882429441257,50.0,187.36249105369356,38.65937161163509,90.0,109.07189641963953,51.34062838836491,90.0,250.92810358036047
0.08,-4.381533400219318,-50.0,189.6350734820343,37.51075671966899,90.0,111.04590841492683,127.51075671966899,90.0,126.04590841492683
0.08,3.400000000000001,-50.0,180.0,39.43098758726947,90.0,102.93953874602853,129.43098758726947,90.0,102.93953874602853
0.08,3.400000000000001,50.0,180.0,39.43098758726947,90.0,102.93953874602853,50.56901241273053,90.0,257.0604612539715
0.08,-4.381533400219318,50.0,189.6350734820343,37.51075671966899,90.0,111.04590841492683,52.48924328033101,90.0,248.95409158507317
0.1,-4.045084971874737,-50.0,191.75570504584945,36.39278138001271,90.0,112.93237702942882,126.3927813800127,90.0,127.93237702942882
0.1,3.0000000000000004,-50.0,180.0,39.561323859139186,90.0,102.93383809802842,129.56132385913918,90.0,102.93383809802842
0.1,3.0000000000000004,50.0,180.0,39.561323859139186,90.0,102.93383809802842,50.438676140860814,90.0,257.06616190197155
0.1,-4.045084971874737,50.0,191.75570504584945,36.39278138001271,90.0,112.93237702942882,53.60721861998729,90.0,247.06762297057116
0.12000000000000001,-3.644843137107058,-50.0,193.6909421185738,35.326665371772954,90.0,114.69468536855193,125.32666537177295,90.0,129.69468536855192
0.12000000000000001,2.6,-50.0,180.0,39.69128793831482,90.0,102.92885013787843,129.69128793831482,90.0,102.92885013787843
0.12000000000000001,2.6,50.0,180.0,39.69128793831482,90.0,102.92885013787843,50.30871206168518,90.0,257.07114986212156
0.12000000000000001,-3.644843137107058,50.0,193.6909421185738,35.326665371772954,90.0,114.69468536855193,54.673334628227046,90.0,245.30531463144808
0.14,-3.1871199487434483,-50.0,195.41026485551578,34.333846381268614,90.0,116.29576329476791,124.33384638126861,90.0,131.2957632947679
0.14,2.1999999999999997,-50.0,180.0,39.820878586773176,90.0,102.92457482280366,129.82087858677318,90.0,102.92457482280366
0.14,2.1999999999999997,50.0,180.0,39.820878586773176,90.0,102.92457482280366,50.179121413226824,90.0,257.07542517719634
0.14,-3.1871199487434483,50.0,195.41026485551578,34.333846381268614,90.0,116.29576329476791,55.666153618731386,90.0,243.7042367052321
0.16,-2.6791339748949827,-50.0,196.8865585100403,33.43539984768824,90.0,117.69917804440341,123.43539984768825,90.0,132.69917804440342
0.16,1.7999999999999994,-50.0,180.0,39.95009456346982,90.0,102.92101211616486,129.9500945634698,90.0,102.92101211616486
0.16,1.7999999999999994,50.0,180.0,39.95009456346982,90.0,102.92101211616486,50.04990543653018,90.0,257.0789878838351
0.16,-2.6791339748949827,50.0,196.8865585100403,33.43539984768824,90.0,117.69917804440341,56.56460015231176,90.0,242.30082195559658
0.18,-2.1288964578253635,-50.0,198.0965410493204,32.65129996177386,90.0,118.87054562289721,122.65129996177386,90.0,133.87054562289723
0.18,1.4000000000000012,-50.0,180.0,40.07893462441992,90.0,102.91816198744674,130.07893462441993,90.0,102.91816198744674
0.18,1.4000000000000012,50.0,180.0,40.07893462441992,90.0,102.91816198744674,49.92106537558008,90.0,257.08183801255325
0.18,-2.1288964578253635,50.0,198.0965410493204,32.65129996177386,90.0,118.87054562289721,57.34870003822614,90.0,241.12945437710277
0.19999999999999998,-1.5450849718747373,-50.0,199.02113032590307,31.9995494317186,90.0,119.77920629987486,121.9995494317186,90.0,134.77920629987486
0.19999999999999998,1.0000000000000009,-50.0,180.0,40.20739752277792,90.0,102.91602441224872,130.2073975227779,90.0,102.91602441224872
